6.455696202531644445e-01,4.430379746835442778e-01,1.772151898734176945e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.202531645569620000e-01,3.797468354430379445e-01,1.772151898734176945e-01,2.531645569620253125e-02,1.000000000000000000e+00
5.949367088607594445e-01,4.050632911392405000e-01,1.645569620253164445e-01,2.531645569620253125e-02,1.000000000000000000e+00
5.822784810126581112e-01,3.924050632911392222e-01,1.898734177215189722e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.329113924050632223e-01,4.556962025316455556e-01,1.772151898734176945e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.835443037974683334e-01,4.936708860759493334e-01,2.151898734177215000e-01,5.063291139240506250e-02,1.000000000000000000e+00
5.822784810126581112e-01,4.303797468354430000e-01,1.772151898734176945e-01,3.797468354430379167e-02,1.000000000000000000e+00
6.329113924050632223e-01,4.303797468354430000e-01,1.898734177215189722e-01,2.531645569620253125e-02,1.000000000000000000e+00
5.569620253164556667e-01,3.670886075949366667e-01,1.772151898734176945e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.202531645569620000e-01,3.924050632911392222e-01,1.898734177215189722e-01,1.265822784810126563e-02,1.000000000000000000e+00
6.835443037974683334e-01,4.683544303797468333e-01,1.898734177215189722e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.075949367088606667e-01,4.303797468354430000e-01,2.025316455696202500e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.075949367088606667e-01,3.797468354430379445e-01,1.772151898734176945e-01,1.265822784810126563e-02,1.000000000000000000e+00
5.443037974683543334e-01,3.797468354430379445e-01,1.392405063291139167e-01,1.265822784810126563e-02,1.000000000000000000e+00
7.341772151898733334e-01,5.063291139240505556e-01,1.518987341772151667e-01,2.531645569620253125e-02,1.000000000000000000e+00
7.215189873417721111e-01,5.569620253164556667e-01,1.898734177215189722e-01,5.063291139240506250e-02,1.000000000000000000e+00
6.835443037974683334e-01,4.936708860759493334e-01,1.645569620253164445e-01,5.063291139240506250e-02,1.000000000000000000e+00
6.455696202531644445e-01,4.430379746835442778e-01,1.772151898734176945e-01,3.797468354430379167e-02,1.000000000000000000e+00
7.215189873417721111e-01,4.810126582278480556e-01,2.151898734177215000e-01,3.797468354430379167e-02,1.000000000000000000e+00
6.455696202531644445e-01,4.810126582278480556e-01,1.898734177215189722e-01,3.797468354430379167e-02,1.000000000000000000e+00
6.835443037974683334e-01,4.303797468354430000e-01,2.151898734177215000e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.455696202531644445e-01,4.683544303797468333e-01,1.898734177215189722e-01,5.063291139240506250e-02,1.000000000000000000e+00
5.822784810126581112e-01,4.556962025316455556e-01,1.265822784810126389e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.455696202531644445e-01,4.177215189873417223e-01,2.151898734177215000e-01,6.329113924050631945e-02,1.000000000000000000e+00
6.075949367088606667e-01,4.303797468354430000e-01,2.405063291139240278e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.329113924050632223e-01,3.797468354430379445e-01,2.025316455696202500e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.329113924050632223e-01,4.303797468354430000e-01,2.025316455696202500e-01,5.063291139240506250e-02,1.000000000000000000e+00
6.582278481012657778e-01,4.430379746835442778e-01,1.898734177215189722e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.582278481012657778e-01,4.303797468354430000e-01,1.772151898734176945e-01,2.531645569620253125e-02,1.000000000000000000e+00
5.949367088607594445e-01,4.050632911392405000e-01,2.025316455696202500e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.075949367088606667e-01,3.924050632911392222e-01,2.025316455696202500e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.835443037974683334e-01,4.303797468354430000e-01,1.898734177215189722e-01,5.063291139240506250e-02,1.000000000000000000e+00
6.582278481012657778e-01,5.189873417721517779e-01,1.898734177215189722e-01,1.265822784810126563e-02,1.000000000000000000e+00
6.962025316455695556e-01,5.316455696202531112e-01,1.772151898734176945e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.202531645569620000e-01,3.924050632911392222e-01,1.898734177215189722e-01,1.265822784810126563e-02,1.000000000000000000e+00
6.329113924050632223e-01,4.050632911392405000e-01,1.518987341772151667e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.962025316455695556e-01,4.430379746835442778e-01,1.645569620253164445e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.202531645569620000e-01,3.924050632911392222e-01,1.898734177215189722e-01,1.265822784810126563e-02,1.000000000000000000e+00
5.569620253164556667e-01,3.797468354430379445e-01,1.645569620253164445e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.455696202531644445e-01,4.303797468354430000e-01,1.898734177215189722e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.329113924050632223e-01,4.430379746835442778e-01,1.645569620253164445e-01,3.797468354430379167e-02,1.000000000000000000e+00
5.696202531645568889e-01,2.911392405063290556e-01,1.645569620253164445e-01,3.797468354430379167e-02,1.000000000000000000e+00
5.569620253164556667e-01,4.050632911392405000e-01,1.645569620253164445e-01,2.531645569620253125e-02,1.000000000000000000e+00
6.329113924050632223e-01,4.430379746835442778e-01,2.025316455696202500e-01,7.594936708860758334e-02,1.000000000000000000e+00
6.455696202531644445e-01,4.810126582278480556e-01,2.405063291139240278e-01,5.063291139240506250e-02,1.000000000000000000e+00
6.075949367088606667e-01,3.797468354430379445e-01,1.772151898734176945e-01,3.797468354430379167e-02,1.000000000000000000e+00
